indx,city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
3429,chic,65,52.625,5/21/96,NA,26.46153846,23.70181159,30.81666667
3430,chic,67,55.25,5/22/96,NA,46,24.03178524,38.57166667
3431,chic,56,46.75,5/23/96,NA,27,15.45332675,34.25487484
3432,chic,52,45.5,5/24/96,NA,17,21.2375,22.30398551
3433,chic,51.5,41.25,5/25/96,NA,17,28.00833333,21.25833333
3434,chic,54,47,5/26/96,NA,18,37.16666667,14.33333333
3435,chic,51,46.75,5/27/96,NA,23.30769231,32.3625,12.41666667
3436,chic,51.5,50,5/28/96,NA,24,28.24402174,25.90378788
3437,chic,51,34.875,5/29/96,NA,19,29.45199275,24.58484849
3438,chic,51.5,34,5/30/96,NA,18,22.87463768,28.63245342
3439,chic,57.5,50.375,5/31/96,NA,41,30.68152174,34.63297101
3440,chic,62.5,64,6/1/96,NA,52,31.38333333,35.51666667
3441,chic,67.5,57.14285714,6/2/96,NA,18.84615385,41.11666667,13.75833333
3442,chic,60.5,52.375,6/3/96,NA,20,21.56666667,19.01666667
3443,chic,57.5,55.875,6/4/96,NA,23,6.228804348,22.47028986
3444,chic,61.5,54.875,6/5/96,NA,38,30.17862319,24.05
3445,chic,63.5,63.75,6/6/96,NA,31,20.85652174,29.17987954
3446,chic,54.5,53.25,6/7/96,NA,24,16.87083333,28.66666667
3447,chic,53,56.625,6/8/96,NA,28.61538462,20.72916667,19.89166667
3448,chic,56.5,56.75,6/9/96,NA,17,23.75,16.425
3449,chic,61.5,59.125,6/10/96,NA,29,21.6826087,25.20688406
3450,chic,60,59.125,6/11/96,NA,22,28.4201087,28.48939394
3451,chic,65.5,63.75,6/12/96,NA,53,23.62264493,46.03115942
3452,chic,75.5,68.5,6/13/96,NA,55.5,32.23222991,36.67424242
3453,chic,71.5,59.625,6/14/96,NA,43.92307692,29.50396144,33.22391304
3454,chic,71,51.75,6/15/96,NA,46,33.99583333,33.10833333
3455,chic,72.5,67,6/16/96,NA,64,38.8,33.9375
3456,chic,74,72.5,6/17/96,NA,57,33.51834886,26.33642857
3457,chic,73.5,69.75,6/18/96,NA,31,23.8479649,23.10905797
3458,chic,69.5,65.625,6/19/96,NA,32.5,19.93484762,31.42796443
3459,chic,73.5,71,6/20/96,NA,47.58333333,28.21467391,36.87826087
3460,chic,76.5,75.125,6/21/96,NA,71,27.30915679,40.7530303
3461,chic,71,57.125,6/22/96,NA,28,33.0875,16.06666667
3462,chic,61,54,6/23/96,NA,28,28.25,20.61666667
3463,chic,68.5,57.75,6/24/96,NA,31,22.41213768,21.26666667
3464,chic,65.5,50.75,6/25/96,NA,24,24.88677536,21.875
3465,chic,68,62.375,6/26/96,NA,47.30769231,29.52880435,40.06254941
3466,chic,74,68,6/27/96,NA,63,45.89021739,52.20833333
3467,chic,77.5,65.875,6/28/96,NA,76,39.73134058,51.60543478
3468,chic,83,74.25,6/29/96,NA,73,58.39583333,22.475
3469,chic,83,66.125,6/30/96,NA,36,38.01666667,19.35833333
3470,chic,75.5,57.625,7/1/96,NA,31,30.45362319,30.25
3471,chic,73,61.75,7/2/96,NA,38.5,30.86503623,33.82246377
3472,chic,65,48.875,7/3/96,NA,13,24.39583333,15.81666667
3473,chic,64,51.5,7/4/96,NA,66,24.26666667,19.60833333
3474,chic,70.5,57.125,7/5/96,NA,69,30.8125,39.90151515
3475,chic,73,61.75,7/6/96,NA,60,55.025,34.33333333
3476,chic,78,57.125,7/7/96,NA,49,52.67083333,25.425
3477,chic,71.5,55.125,7/8/96,NA,42.07692308,26.55833333,27.74166667
3478,chic,63,55,7/9/96,NA,19,18.51413044,18.91231884
3479,chic,63.5,46.625,7/10/96,NA,24,19.30235507,22.7076087
3480,chic,66,55.25,7/11/96,NA,45,35.24057971,30.49347826
3481,chic,73,66.375,7/12/96,NA,51,33.1923913,37.24166667
3482,chic,74.5,60.625,7/13/96,NA,31,29.7875,20.25833333
3483,chic,69,64.625,7/14/96,NA,21.92307692,17.14583333,24.61666667
3484,chic,71.5,62.375,7/15/96,NA,37,22.40833333,25.83333333
3485,chic,76.5,58.875,7/16/96,NA,37,25.48786232,34.1777668
3486,chic,73.5,69.75,7/17/96,NA,32,18.89531969,39.25757576
3487,chic,79,78.25,7/18/96,NA,28,24.45434783,25.38629776
3488,chic,72,57.375,7/19/96,NA,17,20.54722222,14.04565217
3489,chic,65,53.75,7/20/96,NA,15.66666667,24.2875,10.99166667
3490,chic,61.5,54,7/21/96,NA,19,21.775,17.55833333
3491,chic,65.5,67.625,7/22/96,NA,35,22.53224638,26.64166667
3492,chic,70.5,59,7/23/96,NA,35,17.89499341,27.81515152
3493,chic,73.5,61.625,7/24/96,NA,25,17.16086957,27.52109077
3494,chic,68.5,58.25,7/25/96,NA,25,15.37753623,23.80108696
3495,chic,69.5,58.625,7/26/96,NA,24.58333333,16.69891304,22.10833333
3496,chic,68.5,64.125,7/27/96,NA,21,19.5875,22.38333333
3497,chic,67.5,66.625,7/28/96,NA,26,24.31666667,24.345
3498,chic,70,62.75,7/29/96,NA,34,22.1875,27.28333333
3499,chic,68.5,57.875,7/30/96,NA,25.5,16.125,26.76439394
3500,chic,65.5,58.125,7/31/96,NA,28,12.33007246,22.99242424
3501,chic,66.5,59.875,8/1/96,NA,28.76923077,16.41888084,30.67934783
3502,chic,67.5,59.625,8/2/96,NA,29,18.68068365,28.22826087
3503,chic,68.5,62.625,8/3/96,NA,41,22.55555556,28.14583333
3504,chic,74,67.875,8/4/96,NA,45,39.52777778,22.6875
3505,chic,82,75.375,8/5/96,NA,69,38.84806763,18.09375
3506,chic,79.5,75.625,8/6/96,NA,47,29.74074074,22.72290843
3507,chic,83,74.375,8/7/96,NA,45.07692308,27.90982287,25.83333333
3508,chic,77,55,8/8/96,NA,24,24.80575684,24.79166667
3509,chic,71,57.875,8/9/96,NA,25,17.72011785,23.14583333
3510,chic,68.5,59.75,8/10/96,NA,12,22.11493559,11.95833333
3511,chic,69.5,65.125,8/11/96,NA,30,16.95833333,29.52083333
3512,chic,71,64.125,8/12/96,NA,46,22.38029101,32.11458333
3513,chic,74,67.625,8/13/96,NA,44.30769231,25.83937198,30.0014881
3514,chic,76,63.625,8/14/96,NA,45,22.58038721,26.12084157
3515,chic,69.5,60,8/15/96,NA,27,15.04327697,24.31438311
3516,chic,68.5,61.125,8/16/96,NA,19,14.02153784,19.46875
3517,chic,69,64.125,8/17/96,NA,29,21.02777778,25.83333333
3518,chic,70.5,69.375,8/18/96,NA,34,25.92592593,22.73958333
3519,chic,76,71.375,8/19/96,NA,42.07692308,25.14231079,23.41666667
3520,chic,77,71.25,8/20/96,NA,48,20.06743156,26.84782609
3521,chic,78,72.75,8/21/96,NA,58,20.73380545,41.49522398
3522,chic,79,71.125,8/22/96,NA,59,30.76678744,27.00121753
3523,chic,70,55.125,8/23/96,NA,17,14.82631341,17.40625
3524,chic,71,58.875,8/24/96,NA,22,21.70833333,23.88541667
3525,chic,69.5,64.5,8/25/96,NA,33.92307692,26.76041667,30.9375
3526,chic,72,65.75,8/26/96,NA,46,32.55797101,29.58333333
3527,chic,70,64.875,8/27/96,NA,24,25.51409018,13.0634058
3528,chic,68.5,63,8/28/96,NA,39,21.35165056,22.75094697
3529,chic,69.5,58.75,8/29/96,NA,20,31.92673108,20.35416667
3530,chic,69,61.25,8/30/96,NA,23,29.77375201,20.69791667
3531,chic,70.5,61.5,8/31/96,NA,48.07692308,32.73611111,22.86458333
3532,chic,73.5,60.75,9/1/96,NA,53,37.26388889,31.03125
3533,chic,71,62.5,9/2/96,NA,53,42.90277778,26.34375
3534,chic,73,67,9/3/96,NA,83,37.31461353,33.21969697
3535,chic,73,64.75,9/4/96,NA,112,38.24154589,41.94791667
3536,chic,74,68.375,9/5/96,NA,68,45.0873591,24.18568841
3537,chic,74,71.125,9/6/96,NA,53.46153846,38.5805153,20.41576087
3538,chic,73.5,69.625,9/7/96,NA,51,21.93981482,27.09375
3539,chic,73,67.25,9/8/96,NA,62,20.98958333,29.59375
3540,chic,68.5,64.625,9/9/96,NA,32,20.84356725,22.92708333
3541,chic,69.5,61.375,9/10/96,NA,48,16.40599839,35.65029762
3542,chic,67,57.125,9/11/96,NA,39,9.248590982,34.79405468
3543,chic,58,50.25,9/12/96,NA,16.81818182,8.578703704,18.61096015
3544,chic,56,46.625,9/13/96,NA,22,10.01066828,19.85643116
3545,chic,53,50.75,9/14/96,NA,19,6.388888889,18.33333333
3546,chic,59,51.875,9/15/96,NA,21,10.62037037,19.8125
3547,chic,58.5,54.375,9/16/96,NA,17,13.83997585,14.58197464
3548,chic,60.5,52.25,9/17/96,NA,11,17.94404187,10.45833333
3549,chic,62,52.625,9/18/96,NA,17.30769231,11.72504026,14.94733437
3550,chic,61,51.75,9/19/96,NA,29,17.23126189,21.88541667
3551,chic,58.5,58.25,9/20/96,NA,40,9.67431562,39.10416667
3552,chic,64,54.875,9/21/96,NA,42,9.930555556,33.10416667
3553,chic,62.5,50.25,9/22/96,NA,28,16.13385668,20.23867754
3554,chic,59,56.875,9/23/96,NA,43,4.672906602,36.25679348
3555,chic,57,43.125,9/24/96,NA,24.23076923,13.69667691,27.19655797
3556,chic,53,46.125,9/25/96,NA,46,12.3476248,29.98386251
3557,chic,60.5,63.375,9/26/96,NA,28,14.81209213,23.41666667
3558,chic,58.5,48,9/27/96,NA,14,6.524691358,17.73958333
3559,chic,53.5,47,9/28/96,NA,17,6.089285714,21.125
3560,chic,57.5,50.375,9/29/96,NA,20,11.16666667,21.69444444
3561,chic,63,52.875,9/30/96,NA,27.46153846,13.86904762,35.25
3562,chic,62,58.25,10/1/96,NA,44,20.23958333,35.86111111
3563,chic,57,40.875,10/2/96,NA,24,13.91666667,20.51641414
3564,chic,46.5,36.75,10/3/96,NA,12,18.51041667,18.77777778
3565,chic,47,40.375,10/4/96,NA,25,10.80208333,30.4281401
3566,chic,53.5,45.5,10/5/96,NA,25,8.03125,33.75
3567,chic,63.5,57.125,10/6/96,NA,38.23076923,25.078125,29.48611111
3568,chic,53.5,45.625,10/7/96,NA,14,12.390625,18.83635266
3569,chic,45.5,40.25,10/8/96,NA,9,7.070075758,20.5290404
3570,chic,47.5,41.625,10/9/96,NA,32,4.453125,32.41666667
3571,chic,42.5,35.75,10/10/96,NA,13,6.724411232,21.30978261
3572,chic,42,42.375,10/11/96,NA,23,7.078125,29.625
3573,chic,61,54.25,10/12/96,NA,29.83333333,15.31770833,29.38888889
3574,chic,66,62.125,10/13/96,NA,40,24.05729167,32.90277778
3575,chic,57,51,10/14/96,NA,18,17.32291667,15.97222222
3576,chic,64,54.625,10/15/96,NA,48,12.39605978,39.47222222
3577,chic,63,61.125,10/16/96,NA,33,5.812211792,36.6199495
3578,chic,59,49.125,10/17/96,NA,39,21.69067029,25.53925121
3579,chic,46.5,28.375,10/18/96,NA,20.15384615,9.274230073,22.05934343
3580,chic,45,34.625,10/19/96,NA,24,6.904761905,28.40277778
3581,chic,47.5,48.25,10/20/96,NA,35,6.244047619,31.22222222
3582,chic,53,50,10/21/96,NA,34,6.37807971,37.18538647
3583,chic,55.5,57.875,10/22/96,NA,33,4.947299078,27.14569609
3584,chic,43,40.625,10/23/96,NA,15.5,4.814538044,17.43055556
3585,chic,48,43.875,10/24/96,NA,26.15384615,6.09057971,24.18055556
3586,chic,52.5,49.125,10/25/96,NA,32,11.93523551,32.91666667
3587,chic,62,62.25,10/26/96,NA,34,8.848958333,23.18055556
3588,chic,59,47.5,10/27/96,NA,21,12.16145833,14.57971015
3589,chic,46.5,37.625,10/28/96,NA,38,6.07178442,28.95833333
3590,chic,50.5,54.125,10/29/96,NA,27,6.335824275,30.70954106
3591,chic,44.5,22.85714286,10/30/96,NA,18.38461539,13.9482337,16.20531401
3592,chic,33,21.25,10/31/96,NA,30,12.67640399,19.43236715
3593,chic,31,21.625,11/1/96,NA,25,8.645833333,24.88888889
3594,chic,29,24.125,11/2/96,NA,18,8.599184783,24.05555556
3595,chic,35.5,26.875,11/3/96,NA,30,6.510416667,25.70833333
3596,chic,42,33.5,11/4/96,NA,37,2.15625,31.20833333
3597,chic,46.5,47.375,11/5/96,NA,34.69230769,1.802083333,34.37077295
3598,chic,54,60.25,11/6/96,NA,32,3.237965839,29.94444444
3599,chic,43,36.875,11/7/96,NA,20,2.680555556,28.21014493
3600,chic,37,33.25,11/8/96,NA,32,2.730676329,28.86111111
3601,chic,34.5,28,11/9/96,NA,13.5,9.930555556,20.33333333
3602,chic,28,21.875,11/10/96,NA,15,12.55555556,19.83333333
3603,chic,26.5,12.625,11/11/96,NA,13.38461539,9.972222222,28.63888889
3604,chic,23,11,11/12/96,NA,20,7.361111111,32.38888889
3605,chic,22.5,11.375,11/13/96,NA,28,3.388888889,36.5
3606,chic,25,18.85714286,11/14/96,NA,23,10.82910628,30.59974748
3607,chic,40,22.5,11/15/96,NA,30,6.361111111,28.91666667
3608,chic,48,32.125,11/16/96,NA,31,6.972222222,25.56944444
3609,chic,41.5,25,11/17/96,NA,14.08333333,10.18055556,14.23611111
3610,chic,31,24.75,11/18/96,NA,21,4.166666667,23.625
3611,chic,29.5,19,11/19/96,NA,19,3.47826087,29.10869565
3612,chic,29,29.625,11/20/96,NA,23,8.972222222,26.94590643
3613,chic,34,26.375,11/21/96,NA,17.5,9.527777778,28.78409091
3614,chic,34.5,29.375,11/22/96,NA,31,4.930555556,32.27135485
3615,chic,35.5,34.625,11/23/96,NA,28.58333333,1.819444444,20.97222222
3616,chic,35,30.375,11/24/96,NA,18,6.152777778,19.125
3617,chic,26.5,19.125,11/25/96,NA,11,14.09480676,23.23412698
3618,chic,20,9.625,11/26/96,NA,26,7.736111111,29.68055556
3619,chic,22.5,18.75,11/27/96,NA,36,2.483695652,31.2192029
3620,chic,29.5,25.625,11/28/96,NA,28,4.208333333,26.43055556
3621,chic,33.5,31.375,11/29/96,NA,26.58333333,2.847222222,29.66666667
3622,chic,40.5,36.75,11/30/96,NA,16,3.527777778,18.30555556
3623,chic,30.5,22.875,12/1/96,NA,17,8.527777778,17.13888889
3624,chic,27.5,24.875,12/2/96,NA,28,7.763888889,24.61111111
3625,chic,30,23,12/3/96,NA,27,2.126262626,28.27777778
3626,chic,26.5,25.25,12/4/96,NA,35,1.888285024,30.98869126
3627,chic,32.5,32.25,12/5/96,NA,22.84615385,2.196256039,26.80253623
3628,chic,33.5,28.625,12/6/96,NA,26,1.902173913,27.62884278
3629,chic,30.5,24.875,12/7/96,NA,25.5,7.083333333,26.875
3630,chic,28.5,22.25,12/8/96,NA,19,13.95833333,16.73611111
3631,chic,28.5,23.375,12/9/96,NA,22,5.472222222,21.15277778
3632,chic,35.5,34.75,12/10/96,NA,39,1.888888889,28.64311594
3633,chic,37,34.5,12/11/96,NA,18.76923077,5.060990338,20.01751208
3634,chic,36.5,33.75,12/12/96,NA,22,3.277777778,17.47282609
3635,chic,34.5,34.75,12/13/96,NA,28,2.153381643,25.62983092
3636,chic,36.5,31.75,12/14/96,NA,28,2.583333333,23.20833333
3637,chic,38,25.375,12/15/96,NA,17,6.402777778,17.38888889
3638,chic,29,26.125,12/16/96,NA,29,8.416666667,24.90277778
3639,chic,24,13.375,12/17/96,NA,26.84615385,4.29589372,21.95833333
3640,chic,13,2.125,12/18/96,NA,33,9.236111111,17.59090909
3641,chic,8,5.75,12/19/96,NA,41,7.125,19.36111111
3642,chic,9.5,8.625,12/20/96,NA,30,5.690656566,23.29528986
3643,chic,26.5,25.625,12/21/96,NA,37,7,21.38888889
3644,chic,34.5,36.875,12/22/96,NA,20,2.972222222,25.05555556
3645,chic,42.5,40.625,12/23/96,NA,17.58333333,2.069444444,24.98611111
3646,chic,20,5.375,12/24/96,NA,24,15.68719807,15.98611111
3647,chic,4.5,3,12/25/96,NA,17,12.59722222,19.58333333
3648,chic,14,12,12/26/96,NA,30.5,4.763888889,35.25905797
3649,chic,26,31.75,12/27/96,NA,36.5,1.939613527,32.75120773
3650,chic,37,37.75,12/28/96,NA,23,1.680555556,22.34722222
3651,chic,30,22.875,12/29/96,NA,29.30769231,3.236111111,19.98611111
3652,chic,27.5,29.875,12/30/96,NA,42,1.972222222,24.19444444
3653,chic,27.5,30.125,12/31/96,NA,33,2.928743961,27.57323232
3654,chic,36,37.5,1/1/97,NA,19,1.777777778,19.41666667
3655,chic,45,47.25,1/2/97,NA,41.5,1.595959596,21.24368687
3656,chic,40,38,1/3/97,NA,31,2.402777778,19.27777778
3657,chic,51.5,45.5,1/4/97,NA,24.38461539,2.833937198,15.52083333
3658,chic,27,11.25,1/5/97,NA,22.5,16.31944444,7.729166667
3659,chic,17,5.75,1/6/97,NA,18.5,12.83333333,19.83333333
3660,chic,16,7,1/7/97,NA,25.5,9.564613527,28.34873188
3661,chic,19,17.75,1/8/97,NA,34.5,5.188405797,31.44444444
3662,chic,26,24,1/9/97,NA,21.5,9.819444444,27.76388889
3663,chic,16,5.375,1/10/97,NA,24.23076923,6.15942029,23.01509662
3664,chic,1.5,-6.625,1/11/97,NA,21.5,11.94444444,22.55555556
3665,chic,1,-8.875,1/12/97,NA,21,12.18055556,22.58333333
3666,chic,3,1.5,1/13/97,NA,33.5,4.652777778,33.61231884
3667,chic,10,11.5,1/14/97,NA,53,2.967995169,40.69625604
3668,chic,19,23.25,1/15/97,NA,30,2.199879227,35.2209596
3669,chic,9.5,-9.75,1/16/97,NA,26.54545455,18.69444444,20.86111111
3670,chic,-3,-10.375,1/17/97,NA,24,12.6884058,28.23611111
3671,chic,0,-4.125,1/18/97,NA,32,10.875,32.16666667
3672,chic,14,22.625,1/19/97,NA,31.5,4.888888889,32.36111111
3673,chic,31,27.25,1/20/97,NA,25.5,13.27777778,32.48611111
3674,chic,35,41.625,1/21/97,NA,31,9.708333333,32.56944444
3675,chic,36.5,20.75,1/22/97,NA,17.375,17.43939394,19.41388889
3676,chic,26,18.75,1/23/97,NA,18.5,14.52355073,25.375
3677,chic,32,29.5,1/24/97,NA,31,4.693236715,24.98611111
3678,chic,14.5,-1.375,1/25/97,NA,24.5,12.86111111,21.06944444
3679,chic,11,17.125,1/26/97,NA,28,7.805555556,30.72222222
3680,chic,17,8.375,1/27/97,NA,29.5,6.25,33.5
3681,chic,2,-6.375,1/28/97,NA,27.46153846,11.22101449,35.43297101
3682,chic,8,11,1/29/97,NA,52.5,4.194444444,48.90277778
3683,chic,16.5,16.375,1/30/97,NA,45.5,2.708333333,40.2739899
3684,chic,31.5,33.75,1/31/97,NA,27.5,9.280797101,32.48611111
3685,chic,35,29.66666667,2/1/97,NA,28.5,12.86231884,34.57789855
3686,chic,36.5,29.625,2/2/97,NA,34.5,9.527777778,32.31944444
3687,chic,30,28,2/3/97,NA,20.61538462,19.125,26.125
3688,chic,34.5,32,2/4/97,NA,24,9.219202899,24.56633885
3689,chic,30,24.25,2/5/97,NA,17.5,14.06944444,26.6865942
3690,chic,26,21.875,2/6/97,NA,22.5,14.85567633,27.40277778
3691,chic,25.5,23.375,2/7/97,NA,31.5,12.31944444,31.20833333
3692,chic,25.5,22.5,2/8/97,NA,18.5,14.64583333,26.65277778
3693,chic,26,21,2/9/97,NA,28.76923077,8.208333333,39.04166667
3694,chic,27,21.75,2/10/97,NA,29,11.35416667,35.34722222
3695,chic,23.5,19.5,2/11/97,NA,28,15.91666667,29.75
3696,chic,21,11.6,2/12/97,NA,18.5,18.5,26.90277778
3697,chic,20.5,16.375,2/13/97,NA,28.5,15.58333333,29.94444444
3698,chic,25.5,23,2/14/97,NA,38.5,10.85416667,31.89371981
3699,chic,20,15.25,2/15/97,NA,27.23076923,16.52083333,30.63888889
3700,chic,18.5,8.125,2/16/97,NA,22,14.72916667,30.56944444
3701,chic,30,32.625,2/17/97,NA,33,12.75,33.16666667
3702,chic,48.5,41.375,2/18/97,NA,27,25.57995169,29.14393939
3703,chic,37.5,27.5,2/19/97,NA,26,17.20833333,30.58333333
3704,chic,35.5,44.125,2/20/97,NA,34,3.513888889,37.26268116
3705,chic,36,29.625,2/21/97,NA,6.538461539,14.47101449,21.11654589
3706,chic,26,24.25,2/22/97,NA,14.5,21.875,25.77777778
3707,chic,28,14.625,2/23/97,NA,16.5,22.47619048,19.34722222
3708,chic,21.5,10.875,2/24/97,NA,23,15.7928744,34.55555556
3709,chic,25.5,27.125,2/25/97,NA,40,11.00905797,35.72222222
3710,chic,36.5,35,2/26/97,NA,33.5,5.390700483,33.89196311
3711,chic,34.5,30.25,2/27/97,NA,18.53846154,9.097222222,31.04227053
3712,chic,37.5,36,2/28/97,NA,33,12.02777778,27.68115942
3713,chic,45.5,44,3/1/97,NA,32,12.72222222,25.69444444
3714,chic,35,27.375,3/2/97,NA,18.5,28.45833333,17.23611111
3715,chic,33.5,29.375,3/3/97,NA,19,25.02777778,23
3716,chic,38,28.875,3/4/97,NA,30,12.13888889,26.83712121
3717,chic,33,28.625,3/5/97,NA,29.69230769,14.125,26.27294686
3718,chic,26.5,13.375,3/6/97,NA,29,21.93599034,24.897343
3719,chic,35.5,35.25,3/7/97,NA,29.5,14.18055556,33.51388889
3720,chic,39,28.25,3/8/97,NA,20.5,25.95833333,21.18055556
3721,chic,37,32.625,3/9/97,NA,27,9.569444444,26.81944444
3722,chic,44,33.25,3/10/97,NA,27,16.59722222,28.05555556
3723,chic,37,23.375,3/11/97,NA,18.76923077,25.66666667,27.51388889
3724,chic,33.5,25,3/12/97,NA,18.5,28.23852657,30.87878788
3725,chic,37.5,30.5,3/13/97,NA,27.5,24.04166667,22.93055556
3726,chic,26.5,15.5,3/14/97,NA,22,21.43055556,21.08333333
3727,chic,19,8.375,3/15/97,NA,16,28.66666667,19.16666667
3728,chic,24.5,23.75,3/16/97,NA,19,24.23611111,21.30555556
3729,chic,45,33.625,3/17/97,NA,31.30769231,18.63888889,29.125
3730,chic,33.5,27,3/18/97,NA,19.5,36.09444444,19.25925926
3731,chic,35.5,28.875,3/19/97,NA,28.5,27.41666667,32.62896825
3732,chic,46,31.875,3/20/97,NA,37.5,25.9452381,37.62103175
3733,chic,53.5,42.5,3/21/97,NA,53,19.19492754,31.57850242
3734,chic,37.5,28.625,3/22/97,NA,21.5,26.95,29.5
3735,chic,32.5,20.375,3/23/97,NA,14.23076923,25.425,19.02777778
3736,chic,33,32.375,3/24/97,NA,28,20.26060606,26.375
3737,chic,40.5,30,3/25/97,NA,25.5,15.20434783,27.30555556
3738,chic,44,36.75,3/26/97,NA,23.5,20.79552513,25.86783989
3739,chic,60.5,40.125,3/27/97,NA,44,26.60748792,26.97222222
3740,chic,55.5,53.875,3/28/97,NA,39,13.31099034,32.59722222
3741,chic,43.5,41,3/29/97,NA,21.07692308,15.23333333,16.81944444
3742,chic,37.5,33.75,3/30/97,NA,11,22.78333333,18
3743,chic,38.5,22,3/31/97,NA,18,26.62463768,29.06944444
3744,chic,44.5,28.125,4/1/97,NA,51.5,15.09193144,47.71843434
3745,chic,53,29.875,4/2/97,NA,50.5,13.82101449,42.65821256
3746,chic,59.5,49.875,4/3/97,NA,45,12.82234849,38.01010101
3747,chic,62.5,48.25,4/4/97,NA,51.07692308,31.11974638,34.29166667
3748,chic,60.5,54.375,4/5/97,NA,20,28.65471015,17.05555556
3749,chic,45,21.75,4/6/97,NA,35,29.33333333,8.833333333
3750,chic,34,18.375,4/7/97,NA,29.5,27.375,14.15277778
3751,chic,28.5,9.25,4/8/97,NA,23,22.43786232,22.77777778
3752,chic,30,18.875,4/9/97,NA,18.5,22.5875,28.30857488
3753,chic,30.5,22,4/10/97,NA,24.23076923,21.63369565,34.89262187
3754,chic,33.5,32,4/11/97,NA,25,25.62242114,26.94444444
3755,chic,33.5,30.375,4/12/97,NA,20,24.31481482,23.11111111
3756,chic,38.5,24.625,4/13/97,NA,17.5,30.55092593,26.33333333
3757,chic,41.5,28.125,4/14/97,NA,44.5,19.05054348,43.61111111
3758,chic,49,36.25,4/15/97,NA,57,29.01105073,33.97222222
3759,chic,43,25.625,4/16/97,NA,23.30769231,22.28731884,23.78030303
3760,chic,40.5,25.75,4/17/97,NA,16,18.48278986,24.11775362
3761,chic,40,34.75,4/18/97,NA,42.5,13.19148551,52.55298913
3762,chic,45.5,30.875,4/19/97,NA,26,23.60416667,34.17708333
3763,chic,49,42.25,4/20/97,NA,37.5,23.3875,37.04166667
3764,chic,45,31,4/21/97,NA,19,34.45416667,27.05208333
3765,chic,43,33.625,4/22/97,NA,13.07692308,30.03097826,18.6875
3766,chic,48.5,34,4/23/97,NA,10,26.87898551,22.70344203
3767,chic,47.5,36.5,4/24/97,NA,12,22.41811594,28.10416667
3768,chic,48,27.75,4/25/97,NA,21.5,23.71014493,31.5
3769,chic,49.5,24.25,4/26/97,NA,38.5,23.0875,40.14583333
3770,chic,47.5,40.25,4/27/97,NA,28,28.27083333,28.0625
3771,chic,50.5,40.75,4/28/97,NA,61,19.59655797,53.01041667
3772,chic,60,45.25,4/29/97,NA,72,35.84166667,33.55208333
3773,chic,55,50,4/30/97,NA,47,26.17137681,28.17167208
3774,chic,48.5,36.875,5/1/97,NA,22,21.24601449,24.54302536
3775,chic,48.5,45.5,5/2/97,NA,33,10.29492754,33.61050725
3776,chic,49,40.375,5/3/97,NA,18,22.43333333,25.09375
3777,chic,51.5,33.25,5/4/97,NA,19.61538462,29.06666667,29.84375
3778,chic,62,38.875,5/5/97,NA,68,30.7701087,22.2286726
3779,chic,55.5,35,5/6/97,NA,29.5,24.55887681,31.76041667
3780,chic,52.5,49.25,5/7/97,NA,38,20.64836957,34.77935606
3781,chic,61,42.75,5/8/97,NA,33.5,29.7259058,20.44791667
3782,chic,50.5,36,5/9/97,NA,19,21.12761858,18.92897727
3783,chic,52.5,32.625,5/10/97,NA,26.76923077,21.80416667,25.13541667
3784,chic,59.5,43.875,5/11/97,NA,31.5,27.6875,18.16666667
3785,chic,52.5,32.5,5/12/97,NA,35.5,26.24583333,16.76041667
3786,chic,45.5,38.75,5/13/97,NA,25,18.19967062,21.47826087
3787,chic,49.5,40.625,5/14/97,NA,31,13.12916667,32.875
3788,chic,45,35.5,5/15/97,NA,15.5,13.20833333,19.94166667
3789,chic,51,41.375,5/16/97,NA,36.61538462,22.80357143,24.02404653
3790,chic,50.5,38.25,5/17/97,NA,21,29.75416667,17.77789855
3791,chic,59.5,63.875,5/18/97,NA,34.5,23.67916667,25.94166667
3792,chic,54,42.375,5/19/97,NA,26.5,19.76231884,24.62717391
3793,chic,51.5,38.125,5/20/97,NA,24.5,17.58278986,28.4969697
3794,chic,48,34.375,5/21/97,NA,12,19.05143974,21.16212121
3795,chic,50.5,34.625,5/22/97,NA,28.15384615,19.3647892,28.72608696
3796,chic,58,40.75,5/23/97,NA,47,26.33532609,33.94650856
3797,chic,68.5,56.125,5/24/97,NA,54,41.1,29.34166667
3798,chic,50,44.5,5/25/97,NA,25,37.27916667,13.15833333
3799,chic,50,35.875,5/26/97,NA,9.5,33.12916667,10.94166667
3800,chic,56,39.375,5/27/97,NA,26,30.0548913,18.23224638
3801,chic,58.5,56.875,5/28/97,NA,30.30769231,21.82391304,22.05141634
3802,chic,58,50.75,5/29/97,NA,22.5,18.19275362,22.85362319
3803,chic,61,51.75,5/30/97,NA,32,29.31065547,26.69673913
3804,chic,59,53.375,5/31/97,NA,24,37.30833333,24.625
3805,chic,60.5,51.25,6/1/97,NA,19.5,44.5875,12.64166667
3806,chic,58,54.5,6/2/97,NA,21,29.69003623,18.6826087
3807,chic,61.5,52.625,6/3/97,NA,24.53846154,30.50960145,19.36992754
3808,chic,59,47.5,6/4/97,NA,29,30.21956522,33.07210145
3809,chic,62,56,6/5/97,NA,44.5,30.98338509,36.375
3810,chic,63.5,58.75,6/6/97,NA,36,23.26394928,27.60833333
