structure,mp,rings,heavy atoms,single bonds,triple bonds,reactive,molar mass,refractivity,formal charge,logP,tpsa,dipole moment,energy,density,volume,PCA1,PCA2
[S+2]([O-])([O-])(c1ccccc1)c1c(o[nH0]c1C(=O)c1ccccc1)c1ccccc1,188,23,28,22,0,0,389.431,10.911537,0,4.4053998,77.239998,3.7661378,-188.85216,1.1161979,348.89062,-4.9276,0.1573
O=C(OC)c1cc(OCc2cc(cc(c2)COc2cc(cc(c2)C(=O)OC)C(=O)OC)COc2cc(cc(c2)C(=O)OC)C(=O)OC)cc(c1)C(=O)OC,188,24,54,63,0,0,744.70197,19.224987,0,5.9424,185.49001,1.7977678,-415.37244,1.0923388,681.75,-32.5377,-5.6517
O=C(C=Cc1ccc(OC)cc1)c1ccc(O)cc1,188,12,19,20,0,1,254.28499,7.4622798,0,3.2969,46.529999,3.1839583,-129.69051,1.0096308,251.85938,2.6486,1.7234
FC(F)(F)C(C(=O)Nc1cccc(C)c1)(C(F)(F)F)C(F)(F)F,188,6,23,24,0,0,353.18399,6.0118165,0,4.6068201,29.1,3.8701618,-258.73499,1.500317,235.40625,1.1509,-2.124
S=C(Nc1ccccc1)N1CC(CC1c1ccccc1)c1ccccc1,188,18,26,32,0,0,358.509,11.120599,0,5.4816999,47.360001,5.695859,-154.91649,0.97678059,367.03125,-3.1824,7.5319
Sc1[nH0][nH0]c([nH0]1C)c1ccccc1,188,11,13,12,0,1,191.258,5.5028644,0,1.902,69.510002,6.6155033,-81.349716,1.0280098,186.04688,9.7713,2.8567
Sc1[nH0][nH0]c([nH0]1N=Cc1ccc(OC)cc1)C(F)(F)F,188,11,20,18,0,1,302.28,6.9966688,0,2.5599,91.099998,8.2071581,-168.65381,1.288697,234.5625,3.2541,-1.2739
Oc1[nH0]c([nH0][nH0]1c1ccccc1)C=CC,188,11,15,15,0,0,201.22899,5.8497248,0,2.006,50.939999,1.5344168,-97.623795,0.96166784,209.25,7.1755,-0.5349
O=[N+]([O-])C=Cc1ccc(N(C)C)cc1,188,6,14,18,0,0,192.218,5.4170365,0,2,49.060001,8.7213326,-98.783363,0.98834676,194.48438,7.4268,-1.5148
S=C1Oc2ccccc2N1CSCCCS,188,6,16,23,0,1,271.42902,7.4520826,0,2.4969001,83.360001,6.3641977,-109.11332,1.1131268,243.84375,4.779,2.7087
[S+2]([O-])([O-])(Nc1ccccc1)c1cc([N+](=O)[O-])cc(c1)C(=O)Nc1ccccc1,188,18,28,25,0,0,397.41098,10.418973,0,3.6479001,121.09,6.1889544,-200.28195,1.1487942,345.9375,-5.883,-3.1303
O=C1NC(C)=C(C(=O)OCC)C(N1)c1ccc2OCOc2c1,188.5,6,22,31,0,0,304.302,7.7888994,0,1.7018,85.889999,3.3686633,-165.48743,1.1012342,276.32812,-0.1698,-4.4918
O=C1NC(C)=C(C(=O)OCCC)C(N1)c1ccccc1O,188.5,6,21,31,0,0,290.319,7.8108616,0,2.0688,87.660004,3.1583941,-154.13246,1.0474331,277.17188,-0.2493,-4.8322
S=C(N)C(C#N)=Cc1ccc(N(C)C)cc1,188.5,6,16,20,1,0,231.323,6.8495116,0,1.717684,85.139999,9.657486,-99.396248,0.99333549,232.875,5.1677,2.233
O=C(N)NN=C(C)Cc1ccccc1,188.5,6,14,19,0,1,191.23399,5.5467978,0,1.27327,67.480003,3.6796408,-93.869164,0.96037161,199.125,6.9897,-2.2975
S=C1SC(=Cc2ccc([N+](=O)[O-])cc2)C(=O)N1CNc1ccc([N+](=O)[O-])cc1,188.5,12,28,25,0,0,416.43799,10.472786,0,3.3178,156.07001,4.4343109,-202.9604,1.2067387,345.09375,-5.9082,-5.0499
O=[N+]([O-])c1ccc(cc1)C1=NN(c2ccccc2)C(=O)C1,188.5,12,21,19,0,0,281.271,7.6254282,0,2.7358,78.489998,3.5402608,-143.51376,1.0701709,262.82812,2.0841,-1.7318
Clc1[nH0]c([nH0]c(C)c1CCCC)NC(=O)N[S+2]([O-])([O-])c1sccc1,188.5,11,24,30,0,0,388.89999,9.7315474,0,3.37919,101.05,5.0859118,-179.49951,1.2129434,320.625,-3.9079,-3.9306
Clc1ccc(cc1)C1C(=C(OC(C)=C1C(=O)OCC)N)c1sc2ccccc2[nH0]1,189,15,29,32,0,0,426.92398,11.705527,0,5.2543998,74.440002,3.3487589,-199.73134,1.1047685,386.4375,-5.7727,2.0379
Clc1cccc2cc3c(Cl)cccc3cc12,189,14,16,10,0,0,247.12399,6.8816867,0,5.3523998,0,0.007211103,-104.69667,1.0708873,230.76562,7.1864,7.3781
s1c2ccccc2[nH0]c1C(C#N)=Cc1ccccc1O,189,15,20,14,1,0,278.33499,8.2001696,0,4.0660839,56.91,2.7984834,-123.62595,1.0869144,256.07812,3.3389,2.5192
FC(F)(F)C1=NNC(=O)C1=NNc1cc(C)ccc1C,189,6,20,23,0,0,284.241,6.6102247,0,2.1194401,65.849998,4.507431,-167.10217,1.1841062,240.04688,3.3099,-1.759
O=C1N(N)C(=CC(C)=C1C#N)c1ccccc1,189,6,17,19,1,1,225.25099,6.5082421,0,1.5834841,70.120003,6.6271453,-107.87045,0.99986571,225.28125,5.6197,-0.3352
Clc1ccc(NN=C(C#N)c2sc3ccccc3[nH0]2)cc1,189,15,21,14,1,0,312.784,8.6322746,0,4.315784,61.07,2.3337669,-132.85568,1.0919204,286.45312,2.1967,4.0121
FC(F)(F)C(C(=O)Nc1c(C)cc(C)cc1C)C(F)(F)F,189,6,21,27,0,0,313.241,6.5101504,0,4.2911601,29.1,4.9037027,-209.93254,1.2757683,245.53125,1.9631,-0.8967
FC(F)(F)C(C(=O)Nc1ccc(C)c(C)c1)C(F)(F)F,189,6,20,24,0,0,299.21399,6.0477324,0,3.9827399,29.1,4.9420142,-203.44659,1.2848696,232.875,2.9936,-1.3313
[nH0]1[nH0]c([nH0]2[nH]c(cc12)c1ccccc1)CC,189,14,16,15,0,0,212.256,6.2766032,0,2.2867701,45.98,7.3183475,-97.664482,0.9845897,215.57812,7.2062,3.1623
O=[N+]([O-])c1ccc2CCc3ccc(c1c23)C(=O)Cc1ccccc1,189,16,24,23,0,0,317.34399,9.1534147,0,4.2719102,62.889999,7.1737871,-157.84274,1.0491252,302.48438,0.2769,1.8708
O=C(Nc1ccccc1CCN(CCc1ccccc1NC(=O)C)C(=O)C)C,189,12,28,41,0,0,381.47598,11.112621,0,3.23704,78.510002,7.0714922,-190.41454,0.9860844,386.85938,-8.1126,-1.9369
[S+2]([O-])([O-])(N1C(C)C1c1ccccc1)c1ccc(C)cc1,189,12,20,27,0,1,287.383,8.1585655,0,3.2246201,37.150002,4.4693565,-134.05086,1.0243671,280.54688,2.3943,2.4986
[Si](C)(C)(C)C1=C(Oc2c3ccccc3c3OC4CC(=O)OC4c3c2C1=O)CC(O[Si](C)(C)C(C)(C)C)C,189.5,10,37,65,0,1,538.78699,15.77897,0,7.1912999,71.059998,4.2207251,-257.25284,1.0119847,532.40625,-15.4913,4.2365
Clc1cc(Cl)c(N=Nc2c3N=C(C)C=C([nH0]3[nH0]c2N)C(F)(F)F)c(Cl)c1,189.5,11,26,22,0,0,423.61298,9.058445,0,6.4289999,80.919998,2.1528003,-217.87633,1.3642931,310.5,-1.0492,2.048
[S+2]([O-])([O-])(c1ccccc1)c1c(o[nH0]c1C(=O)c1c([nH0]([nH0]c1C(=O)OCC)c1ccc(C)cc1)C)c1ccc([N+](=O)[O-])cc1,189.5,28,43,40,0,0,600.60797,15.783439,0,5.29284,167.17999,11.392349,-307.86893,1.1471905,523.54688,-19.4194,-3.7264
O=C1NC(C)=C(C(=O)OCC)C(N1)c1ccc(O)c(OC)c1,189.5,6,22,32,0,0,306.31799,7.9699798,0,1.6873,96.889999,3.5392804,-166.84767,1.0725068,285.60938,-1.2711,-5.7781
O=[N+]([O-])c1ccc(NN=C(C)C=C(C)C=Cc2ccccc2)c([N+](=O)[O-])c1,189.5,12,27,29,0,0,366.37698,10.052632,0,4.9505,116.03,8.5563984,-188.37108,1.0577943,346.35938,-5.5483,-1.2578
O=C1NC(C)=C(C(=O)OCC)C(N1)C,189.5,0,14,25,0,0,198.222,5.1413097,0,0.5248,67.43,3.0997865,-107.9193,1.034933,191.53125,6.5004,-5.9818
N(c1ccc(cc1)c1ccccc1)=C(Nc1ccc(cc1)c1ccccc1)CNc1ccc(cc1)c1ccccc1,189.5,36,41,40,0,0,529.68701,16.937288,0,9.9418001,36.419998,1.7755566,-236.92348,0.94616002,559.82812,-16.3866,12.201
O=C1Oc2ccccc2C(N)=C1CN1CCCCC1,189.5,6,19,31,0,0,258.32098,7.3567262,0,1.7613,55.560001,6.5240402,-128.63745,1.0087585,256.07812,3.326,0.1405
Clc1cccc(Cl)c1C(C#N)c1[nH0][nH0]c(Sc2ccccc2)cc1,189.5,18,24,18,1,0,372.27899,10.155612,0,5.4146838,49.57,2.5264246,-156.31395,1.1401021,326.53125,-0.9478,7.0707
N1c2ccccc2NC11CCCC1,190,6,13,23,0,0,174.24699,5.2187729,0,2.7943001,24.059999,2.0181549,-79.956047,0.93024755,187.3125,9.9969,4.1187
BrC1C(=O)CCC2(C)C1CCC1C3CCC(C(C)CCC(=O)O)C3(C)CCC12,190,0,28,66,0,1,453.461,11.515002,0,6.0886998,54.369999,3.4593678,-201.72781,1.0857278,417.65625,-7.2256,2.9838
BrC(=NNc1ccccc1)c1ccccc1,190,12,16,15,0,0,275.14899,7.0150652,0,3.8552001,24.389999,0.79822868,-103.44657,1.1382287,241.73438,5.7129,5.5845
S(C)C1N=NC(N)=C1C#N,190,0,10,13,1,0,154.19701,3.9265237,0,-0.26801601,74.199997,2.2424269,-65.112991,1.0970231,139.64062,12.6277,-1.1879
O=C(Nc1ccccc1c1o[nH0]c(c2ccccc2)c1c1ccccc1)C,190,23,27,24,0,0,354.409,10.712671,0,5.6339998,55.130001,3.430995,-169.57013,1.0072908,351.84375,-3.2637,4.3924
O=C(NNc1ccccc1)C=CC,190,6,13,17,0,1,176.21899,5.3005209,0,1.7058001,41.130001,3.3351014,-86.135551,0.9365567,188.15625,7.9083,-0.8152
O=C(O)C(=NNc1cccc(NN=C(CC)C(=O)O)c1)CC,190,6,22,30,0,0,306.32199,8.0790901,0,2.2116001,123.38,4.1015272,-162.98659,1.0772946,284.34375,-2.4492,-6.704
OCC1OC([nH0]2c[nH0]c3c2[nH0]c[nH0]c3N)C=C1,190,9,17,19,0,0,233.231,5.9489956,0,-0.050099999,99.080002,3.6729131,-119.31877,1.1168562,208.82812,4.8264,-4.4277
Nc1[nH0]c[nH0]c2[nH0]([nH0]c(C)c21)C,190,9,12,12,0,0,163.18399,4.3949614,0,0.61312002,69.620003,1.8881814,-77.113632,1.031484,158.20312,10.4831,-1.6986
O=C(c1ccccc1)C(=NC1C(N=C(c2ccccc2)C(=O)c2ccccc2)C2(C)CCC1C2(C)C)c1ccccc1,190,24,42,55,0,0,552.71796,16.938213,0,7.9240999,58.860001,3.3198864,-258.5267,0.96476167,572.90625,-17.6055,8.4892
O=[N+]([O-])c1ccc(NN=CC=2CCCCC=2C#C)c([N+](=O)[O-])c1,190.10001,6,23,27,1,0,314.30099,8.1732798,0,3.4045081,116.03,8.1141462,-165.12057,1.0923897,287.71875,-1.0794,-3.8172
OC1(C#C)CCC2(C)C(CCC3C4CCC(O)(C)C4(C)CCC32)C1,190.2,0,24,60,1,0,330.51199,9.5596066,0,4.1444082,40.459999,2.7148173,-161.25296,0.92714298,356.48438,-2.4378,4.5411
O=C(OC)C1=C(NC(C)=C(C(=O)OC)C1c1cccc(OC)c1O)C,190.5,6,25,37,0,0,347.367,9.1762304,0,1.9816,94.089996,2.8761499,-189.94188,1.0529264,329.90625,-3.8607,-4.6151
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=Nc1ccc(N=Nc2ccccc2)cc1)C,190.5,24,35,33,0,0,458.521,13.654328,0,7.842,77.620003,5.2634711,-217.14995,1.0272822,446.34375,-10.7792,5.0157
O=[N+]([O-])c1cccc(N2C(=O)C3ON=C(C(=O)c4cccc5ccccc54)C3C2=O)c1,190.5,16,31,26,0,0,415.36099,10.745696,0,2.8750999,121.86,4.6832371,-218.87369,1.1624078,357.32812,-6.5226,-4.2793
Clc1ccc(Cl)c(N2C(=O)C3ON=C(C(=O)c4ccc(C)cc4)C3C2=O)c1,190.5,12,27,26,0,0,403.22098,10.049908,0,3.4815199,76.040001,3.8338714,-197.92053,1.188785,339.1875,-3.4354,-0.8854
O=[N+]([O-])c1ccc(C=Cc2ccc(OC)c(O)c2)c([N+](=O)[O-])c1,190.5,12,23,21,0,0,316.26898,7.96731,0,3.3875999,121.1,6.7744074,-175.24799,1.151574,274.64062,-1.2179,-5.2388
S=C1NC(C)=C(C(=O)OC(C)C)C(N1)c1occc1,190.8,5,19,28,0,0,280.34799,7.5338869,0,1.8915,95.589996,5.3211308,-137.77487,1.0683739,262.40625,2.6195,-1.6259
O=C1c2c(c(OC)ccc2OC)C1=O,191,6,14,15,0,1,192.17,4.899128,0,1.0828,52.599998,6.4880295,-107.54549,1.1137263,172.54688,8.3428,-4.1997
FC(F)(F)c1[nH0][nH0](c2OC(N)=C(C#N)C(c21)c1ccccc1)c1ccccc1,191,17,28,25,1,0,382.345,9.7653742,0,4.420784,76.860001,6.6928043,-209.4614,1.1486683,332.85938,-2.3398,3.2131
Clc1cccc(c1)CNC1=CC(=O)c2ccccc2C1=O,191,12,21,20,0,1,297.741,8.3185301,0,3.6854,46.169998,1.782427,-141.53125,1.0857791,274.21875,2.0281,2.1982
O=[N+]([O-])C=1C=CC=2C(=NC(c3ccccc3)=C=2OC(=O)C)C=1,191,6,22,22,0,1,295.27399,7.8892713,0,2.6427,84.480003,8.3998661,-154.32532,1.1092056,266.20312,1.1032,-3.3453
s1c2ccccc2[nH0]c1C(=NNc1cccc(c1)C(F)(F)F)C(=O)N,191,15,25,20,0,0,364.35098,8.9928856,0,3.9281001,80.370003,5.0823684,-195.71469,1.2095894,301.21875,-1.2632,-0.834
ClC(=Cc1ccccc1)c1cc(C=Cc2ccccc2)c([N+](=O)[O-])cc1[N+](=O)[O-],191,18,29,24,0,0,406.82498,11.112074,0,6.4102998,91.639999,6.0816407,-201.43867,1.1148276,364.92188,-5.9793,1.5716
[S+2]([O-])([O-])(C)c1[nH0][nH0](c2ccccc2)c(N)c1C#N,191,11,18,17,1,0,262.293,6.7636495,0,0.729684,101.77,9.9078655,-124.73054,1.1556349,226.96875,3.9187,-3.0209
O=C1NN(c2ccccc2)C(=O)C1,191,6,13,14,0,1,176.175,4.7455363,0,0.45449999,49.41,1.4807127,-91.074455,1.0680307,164.95312,9.1404,-4.3987
O=[N+]([O-])c1ccc(NN=C(C(=O)O)C2(C)CCC(C(=O)O)C2(C)C)c([N+](=O)[O-])c1,191,6,29,39,0,0,408.367,9.6519327,0,2.8826001,190.63,7.6243625,-230.48224,1.1950383,341.71875,-8.3068,-11.0182
FC(F)(F)C(C(=O)Nc1ccccc1)C(F)(F)F,191,0,18,30,0,0,277.20798,5.2420845,0,3.1761,29.1,4.7459884,-194.54994,1.3274456,208.82812,4.5924,-2.3621
O=Nc1[nH0]2C=CC=Nc2[nH0]c1c1ccc([N+](=O)[O-])cc1,191,11,20,14,0,0,269.22,6.7800255,0,3.0427999,105.43,9.5331297,-139.41888,1.1995322,224.4375,3.4916,-5.1541
S1c2[nH0][nH0]c([nH0]2NC1C=Cc1ccccc1)c1cccc([N+](=O)[O-])c1,191,17,25,22,0,0,351.38998,9.5437117,0,3.3139999,88.559998,10.817331,-164.43428,1.1270967,311.76562,-1.6235,0.2461
Fc1ccc(NN=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,191,6,20,22,0,0,278.24298,6.8207383,0,0.91530001,82.080002,2.3874593,-154.396,1.1714724,237.51562,1.5706,-7.6104
O=[N+]([O-])c1ccc(C=Cc2ccc(O)c(OC)c2)c([N+](=O)[O-])c1,191,12,23,21,0,0,316.26898,7.96731,0,3.3875999,121.1,6.081429,-175.2489,1.1569053,273.375,-1.1482,-5.2828
O=C1OC(O)c2c1c(OC)ccc2OC,191.5,6,15,19,0,0,210.185,5.1120038,0,0.96060002,64.989998,7.9684038,-121.70641,1.1096131,189.42188,6.8048,-5.128
O=C1Oc2ccccc2c2[nH0]c(N)c(cc12)C(=O)OCC,191.5,12,21,21,0,0,284.271,7.5423217,0,2.0401001,91.510002,3.08283,-150.08765,1.1156085,254.8125,1.3952,-3.8826
O=C1Oc2ccccc2C(N)=C1CN1CCOCC1,191.5,6,19,29,0,0,260.293,7.0733776,0,0.60759997,64.790001,5.8979301,-134.87761,1.0711646,243,3.16,-2.1835
NC=1C(=NNC=1C)C,191.5,0,8,15,0,0,111.14799,3.084331,0,0.1557,38.049999,2.3459876,-52.794834,0.96506196,115.17188,14.8074,-0.4373
O=[N+]([O-])c1cccc(NN=C2C(=O)OC(OC2=O)(C)C)c1,191.5,6,21,23,0,0,293.23499,6.8702826,0,1.1988,122.81,3.8322852,-166.34529,1.2215738,240.04688,0.6211,-8.1181
O=C(NC(=Cc1ccccc1)C(=O)O)C,191.5,6,15,17,0,0,205.213,5.6791101,0,1.2482001,66.400002,3.9125626,-109.09479,1.0393821,197.4375,5.6844,-5.8377
Brc1ccc(cc1)C1C=2C(=O)Oc3ccccc3C=2OC(=N)C1C(=O)OCC,192,12,28,31,0,1,442.26498,10.649616,0,4.1230698,85.68,3.9273539,-204.5435,1.2406294,356.48438,-4.9919,-0.8784
O=C1OCCOC(=O)c2ccccc2C(=O)OCCOC(=O)c2ccccc21,192,12,28,30,0,0,384.34,9.7800894,0,2.0276,105.2,4.2511778,-215.27385,1.150288,334.125,-6.148,-5.8444
OC1CCC2C3CCC4CC(O)(C#C)CCC4(C)C3CCC21C,192,0,23,57,1,0,316.48499,9.1409693,0,3.754308,40.459999,2.8410614,-154.76894,0.91934639,344.25,-1.3444,3.9587
Brc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1NN=C1C(=O)NN=C1C=1C(=O)N(C)c2ccccc2C=1O,192,12,34,30,0,0,530.25098,11.485279,0,2.5381999,198.03,9.791028,-258.94333,1.3766607,385.17188,-10.5654,-9.1596
O=C(OC1CCC2(C)C(CC(=C)C3C4CCC(OC(=O)c5ccccc5)C4(C)CCC32)C1)c1ccccc1,192,12,38,68,0,0,512.69,14.972976,0,7.6464,52.599998,0,,0.95841098,534.9375,-15.131,6.6
O=[N+]([O-])c1ccccc1C(=Cc1ccccc1)C(=O)O,192,12,20,17,0,0,269.25598,7.3784184,0,3.22,83.120003,5.0850959,-142.22205,1.1042153,243.84375,2.0808,-3.6009
O=[N+]([O-])c1cc(NC(=O)C)ccc1C=Cc1ccccc1,192,12,21,21,0,0,282.29898,8.0146303,0,3.7235999,74.919998,5.5843682,-143.66774,1.0358409,272.53125,0.7356,-1.4447
[S+2]([O-])([O-])(Oc1ccccc1)c1cc([N+](=O)[O-])ccc1C=Cc1ccc([N+](=O)[O-])cc1[S+2]([O-])([O-])Oc1ccccc1,192,24,40,34,0,0,582.56598,14.408336,0,5.2087998,178.38,2.7344449,-302.74506,1.2362553,471.23438,-16.8934,-4.0389
Oc1cc2c(c[nH0]cc2Cc2ccccc2)cc1OC,192.5,16,20,20,0,0,265.31198,7.9753742,0,3.5397699,42.349998,3.4406023,-129.81857,1.0030106,264.51562,2.8094,2.4573
OC1(C)CCC2C3CCC4CC5(OCCO5)CCC4(C)C3CCC21C,192.5,0,25,65,0,0,348.52698,9.7312756,0,4.5232,38.689999,1.0549754,-175.41714,0.95507288,364.92188,-3.0561,4.5332
O=C(O)C(CCCC(C)C)C1=CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1,192.5,0,30,75,0,0,416.646,12.113511,0,6.4534001,57.529999,3.0788798,-206.49994,0.92820048,448.875,-9.6468,3.3575
O=[N+]([O-])c1ccc(cc1)C=C1CC(C)CC(=Cc2ccc([N+](=O)[O-])cc2)C1=O,192.5,12,28,31,0,1,378.384,10.295803,0,4.9689999,108.71,1.4627306,-197.37184,1.0793144,350.57812,-5.1688,-1.3939
O=C(OC1(CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1)C(=O)C)C,192.5,0,27,64,0,1,376.53699,10.438833,0,4.2809,63.599998,2.8403425,-193.28075,0.96803916,388.96875,-5.6191,1.6358
Brc1ccc(cc1)C=C1N=C(OC1=O)c1ccccc1,192.5,12,20,17,0,0,328.16501,8.1271963,0,3.8669,38.66,2.6592917,-136.62192,1.2327616,266.20312,3.0328,2.4785
Clc1ccc(cc1)C=C1N=C(OC1=O)c1ccccc1,192.5,12,20,17,0,0,283.71399,7.877461,0,3.7107999,38.66,2.4461091,-135.03445,1.0970755,258.60938,3.3272,2.1932
O=C1CCC2CCC1(C)C2(C)C,193,0,12,30,0,0,166.26399,4.9250817,0,2.7918,17.07,2.707736,-81.339233,0.91017842,182.67188,10.7698,3.0251
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1.[O-][N+](C)(C)C1CCCCC([N+]([O-])(C)C)CCCC1,193,6,34,58,0,0,487.50998,11.80028,0,4.1231999,191.83,2.1756935,-274.1087,1.096375,444.65625,-15.0919,-9.1641
FC(F)(F)C(C(=O)Nc1ccc(C)cc1C)C(F)(F)F,193,6,20,24,0,0,299.21399,6.0477324,0,3.9827399,29.1,5.961782,-203.44569,1.3509486,221.48438,3.0103,-1.3353
ON=C(Cc1ccccc1)C(=NO)Cc1ccccc1,193,12,20,23,0,0,268.31598,7.9765267,0,3.1321399,65.18,0.81312913,-132.255,0.97847426,274.21875,1.4032,0.7415
[Cl+3]([O-])([O-])([O-])O.[Cl+3]([O-])([O-])([O-])O.N1C(C=Cc2ccccc12)=CC(c1ccccc1)c1ccc(N(C)C)cc1,193,18,37,44,0,0,553.39496,13.761662,0,4.0805001,158.14999,14.894296,-288.68155,1.1618699,476.29688,-14.2176,5.6358
Sc1[nH0][nH0]c([nH0]1N=Cc1ccc([N+](=O)[O-])cc1)C(F)(F)F,193,11,21,15,0,1,317.25101,6.830904,0,2.4595001,127.69,4.0987239,-181.15732,1.3623232,232.875,2.3795,-5.0689
O=[N+]([O-])c1ccc(C=Cc2ccccc2C=NNc2ccccc2)c([N+](=O)[O-])c1,193,18,29,25,0,0,388.383,10.748611,0,5.1194,116.03,5.3687797,-197.27589,1.0642908,364.92188,-6.3647,-0.7225
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C=Cc1ccccc1)C=Cc1ccccc1,193,18,28,24,0,0,372.38,10.609288,0,5.8438001,91.639999,6.3884702,-188.37585,1.0673258,348.89062,-5.1798,1.1479
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C=Cc1ccccc1)C=Cc1ccccc1N,193,18,29,26,0,0,387.39499,10.883965,0,5.4260001,117.66,5.0878081,-196.08675,1.0727448,361.125,-6.2035,-0.0154
[O-][N+](=Nc1ccc(N=Nc2ccccc2)cc1)c1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)c(C)c1,193,30,40,34,0,0,524.58801,15.497894,0,11.16692,115.27,0,,1.0134212,517.64062,-15.5999,9.0384
Brc1cc2c3c(oc2c(Br)c1)CCC(C)(c1cc(oc31)C)c1ccccc1OC,193.5,20,29,32,0,0,516.229,12.123378,0,7.9335899,35.509998,2.9109116,-205.41542,1.2261062,421.03125,-5.1829,8.0111
O=C1N(CCOCC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)c2ccccc21,193.5,6,32,44,0,0,449.41599,10.976925,0,-0.76190001,179.41,8.7053041,-253.90036,1.134486,396.14062,-13.608,-14.7495
O=[N+]([O-])C1C2OC(Nc3ccccc32)(C)CC1c1ccccc1,193.5,12,23,31,0,0,310.353,8.6151791,0,3.8143001,67.080002,5.0965967,-156.52065,1.0569706,293.625,0.4868,2.3597
ClCc1c(C)c(C)c(CCl)c(C)c1C,193.5,6,14,24,0,1,231.166,6.4202323,0,4.9306798,0,0.015165751,-99.870712,0.98375052,234.98438,6.5882,5.5816
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=NC(C)CC)C,193.5,12,25,34,0,0,334.41901,9.9690256,0,4.8934002,52.900002,4.2909789,-162.11264,0.97743142,342.14062,-2.8356,2.1535
O=[N+]([O-])c1ccc(NN=CC=2CCCCC=2CC)c([N+](=O)[O-])c1,193.5,6,23,32,0,0,318.33301,8.3396587,0,4.1813002,116.03,8.197588,-167.90211,1.0672802,298.26562,-1.5965,-3.6487
O=[N+]([O-])c1oc(cc1)C=CC(=O)C,193.5,5,13,12,0,1,181.147,4.4753385,0,1.79,76.029999,2.8395286,-103.56249,1.1152869,162.42188,9.0065,-6.9546
Brc1ccc(cc1)C=1OC(=CC([P+]([O-])(c2ccccc2)c2ccccc2)C=1)c1ccc(Br)cc1,193.5,24,34,33,0,0,592.26697,14.922798,0,7.0829,26.299999,3.0988066,-224.26402,1.2390928,477.98438,-9.8584,10.2642
O=C(O)C(=O)Cc1ccc(OC)cc1,193.5,6,14,16,0,1,194.18599,5.0970235,0,0.89137,63.599998,3.0369802,-108.98962,1.0855961,178.875,6.9247,-6.2036
O=C1Oc2ccccc2C(NC2CCCCC2)=C1,194,6,18,29,0,0,243.306,7.0690827,0,2.8687999,38.330002,5.8155866,-120.94231,1.0012592,243,4.7899,1.3079
N(C)(C)c1ccc(cc1)c1ccc(N(C)C)cc1,194,12,18,27,0,0,240.34999,7.6396508,0,3.4856,6.48,1.5624622,-109.62831,0.86190397,278.85938,3.2921,6.8402
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.Oc1cc2c(cc1OC)CC[N+](C)C2CC(C)C,194,12,34,46,0,0,478.45798,11.752454,0,3.20927,194.42,28.970686,-267.65198,1.135258,421.45312,-12.5575,-8.3932
BrC(CCC(Br)C(Br)c1ccccc1)C(Br)c1ccccc1,194,12,22,29,0,1,553.95801,10.860579,0,7.757,0,3.9007535,-165.85059,1.4573647,380.10938,-3.4843,9.5344
O=C(C)C=1C=NC2=CCC=CC2=1,194,0,12,16,0,0,158.17999,4.6587529,0,1.61439,29.43,0.5141595,-76.398331,0.96885061,163.26562,11.6046,0.4834
Clc1ccccc1NN=C(C#N)c1[nH0]c2ccccc2[nH0]1C,194,15,22,18,1,0,309.75998,8.6518898,0,3.9519839,66,1.3420182,-138.97556,1.0595179,292.35938,1.2396,3.8211
s1c2ccccc2[nH0]c1C(=NNc1ccc([S+2]([O-])([O-])O)cc1)C#N,194,15,24,18,1,0,358.40201,9.2553205,0,2.3170841,115.44,3.7450819,-166.06467,1.186516,302.0625,-1.3531,-1.6052
FC(F)(F)C(C(=O)Nc1ccccc1C)C(F)(F)F,194,6,19,21,0,0,285.18698,5.5854902,0,3.67432,29.1,5.4793148,-196.95369,1.3795893,206.71875,4.1788,-1.8335
FC(F)(F)C(C(=O)NCc1ccccc1)C(F)(F)F,194,6,19,21,0,0,285.18698,5.6082482,0,3.3099999,29.1,5.322299,-196.94774,1.3466111,211.78125,3.9355,-1.9219
O=C(N1CCN(CC1)C(=O)c1ccccc1)c1ccccc1,194,12,22,28,0,0,294.354,8.6716251,0,2.2848001,40.619999,5.5206051,-144.0145,0.99109089,297,-0.367,0.4623
Clc1ccc(NC(=O)NNC(=O)OCC)cc1,194,6,17,21,0,1,257.677,6.4049354,0,2.1489,79.459999,1.9163361,-132.41534,1.1227756,229.5,2.7835,-5.6927
O=C(OC1CCC2C3CCC4CC(O)CCC4(C)C3CCC21C)c1ccccc1,194,6,29,62,0,0,396.57098,11.48916,0,5.6156001,46.529999,3.1549454,-195.93822,0.96214956,412.17188,-6.7686,4.7284
