,year,state,fips,deaths,population,crude,adjusted,adjusted_se,region,abbr,division_name
674,2012,Missouri,29,539,6021988,9,9.3,0.4,Midwest,MO,West North Central
675,2012,Montana,30,51,1005141,5.1,5.3,0.8,West,MT,Mountain
676,2012,Nebraska,31,53,1855525,2.9,3,0.4,Midwest,NE,West North Central
677,2012,Nevada,32,446,2758931,16.2,15.6,0.7,West,NV,Mountain
678,2012,New Hampshire,33,133,1320718,10.1,10.5,0.9,Northeast,NH,New England
679,2012,New Jersey,34,602,8864590,6.8,6.8,0.3,Northeast,NJ,Middle Atlantic
680,2012,New Mexico,35,319,2085538,15.3,16.1,0.9,West,NM,Mountain
681,2012,New York,36,1530,19570261,7.8,7.6,0.2,Northeast,NY,Middle Atlantic
682,2012,North Carolina,37,833,9752073,8.5,8.6,0.3,South,NC,South Atlantic
683,2012,Ohio,39,1355,11544225,11.7,12.3,0.3,Midwest,OH,East North Central
684,2012,Oklahoma,40,531,3814820,13.9,14.2,0.6,South,OK,West South Central
685,2012,Oregon,41,361,3899353,9.3,9.2,0.5,West,OR,Pacific
686,2012,Pennsylvania,42,827,12763536,6.5,6.8,0.2,Northeast,PA,Middle Atlantic
687,2012,Rhode Island,44,140,1050292,13.3,13.2,1.1,Northeast,RI,New England
688,2012,South Carolina,45,237,4723723,5,5.1,0.3,South,SC,South Atlantic
689,2012,South Dakota,46,24,833354,2.9,3.1,0.6,Midwest,SD,West North Central
690,2012,Tennessee,47,723,6456243,11.2,11.4,0.4,South,TN,East South Central
691,2012,Texas,48,1131,26059203,4.3,4.4,0.1,South,TX,West South Central
692,2012,Utah,49,422,2855287,14.8,16.1,0.8,West,UT,Mountain
693,2012,Vermont,50,55,626011,8.8,8.6,1.2,Northeast,VT,New England
694,2012,Virginia,51,533,8185867,6.5,6.5,0.3,South,VA,South Atlantic
695,2012,Washington,53,695,6897012,10.1,9.7,0.4,West,WA,Pacific
696,2012,West Virginia,54,468,1855413,25.2,27.1,1.3,South,WV,South Atlantic
697,2012,Wisconsin,55,483,5726398,8.4,8.6,0.4,Midwest,WI,East North Central
698,2012,Wyoming,56,45,576412,7.8,7.7,1.2,West,WY,Mountain
699,2013,Alabama,1,166,4833722,3.4,3.5,0.3,South,AL,East South Central
700,2013,Alaska,2,69,735132,9.4,9.2,1.2,West,AK,Pacific
701,2013,Arizona,4,527,6626624,8,8.2,0.4,West,AZ,Mountain
702,2013,Arkansas,5,162,2959373,5.5,5.6,0.4,South,AR,West South Central
703,2013,California,6,1948,38332521,5.1,4.9,0.1,West,CA,Pacific
704,2013,Colorado,8,433,5268367,8.2,8,0.4,West,CO,Mountain
705,2013,Connecticut,9,439,3596080,12.2,12.3,0.6,Northeast,CT,New England
706,2013,Delaware,10,113,925749,12.2,12.8,1.2,South,DE,South Atlantic
707,2013,District of Columbia,11,60,646449,9.3,8.6,1.1,South,DC,South Atlantic
708,2013,Florida,12,1268,19552860,6.5,6.6,0.2,South,FL,South Atlantic
709,2013,Georgia,13,530,9992167,5.3,5.3,0.2,South,GA,South Atlantic
710,2013,Hawaii,15,69,1404054,4.9,4.7,0.6,West,HI,Pacific
711,2013,Idaho,16,77,1612136,4.8,4.8,0.6,West,ID,Mountain
712,2013,Illinois,17,1072,12882135,8.3,8.3,0.3,Midwest,IL,East North Central
713,2013,Indiana,18,360,6570902,5.5,5.7,0.3,Midwest,IN,East North Central
714,2013,Iowa,19,179,3090416,5.8,6.1,0.5,Midwest,IA,West North Central
715,2013,Kansas,20,158,2893957,5.5,5.7,0.5,Midwest,KS,West North Central
716,2013,Kentucky,21,665,4395295,15.1,15.5,0.6,South,KY,East South Central
717,2013,Louisiana,22,265,4625470,5.7,5.9,0.4,South,LA,West South Central
718,2013,Maine,23,125,1328302,9.4,9.9,0.9,Northeast,ME,New England
719,2013,Maryland,24,749,5928814,12.6,12.3,0.5,South,MD,South Atlantic
720,2013,Massachusetts,25,888,6692824,13.3,13.3,0.5,Northeast,MA,New England
721,2013,Michigan,26,909,9895622,9.2,9.4,0.3,Midwest,MI,East North Central
722,2013,Minnesota,27,305,5420380,5.6,5.6,0.3,Midwest,MN,West North Central
723,2013,Mississippi,28,100,2991207,3.3,3.4,0.3,South,MS,East South Central
724,2013,Missouri,29,620,6044171,10.3,10.7,0.4,Midwest,MO,West North Central
725,2013,Montana,30,67,1015165,6.6,7.2,0.9,West,MT,Mountain
726,2013,Nebraska,31,41,1868516,2.2,2.2,0.3,Midwest,NE,West North Central
727,2013,Nevada,32,398,2790136,14.3,13.7,0.7,West,NV,Mountain
728,2013,New Hampshire,33,157,1323459,11.9,11.8,1,Northeast,NH,New England
729,2013,New Jersey,34,675,8899339,7.6,7.6,0.3,Northeast,NJ,Middle Atlantic
730,2013,New Mexico,35,322,2085287,15.4,16,0.9,West,NM,Mountain
731,2013,New York,36,1681,19651127,8.6,8.3,0.2,Northeast,NY,Middle Atlantic
732,2013,North Carolina,37,834,9848060,8.5,8.7,0.3,South,NC,South Atlantic
733,2013,North Dakota,38,11,723393,NA,NA,0.5,Midwest,ND,West North Central
734,2013,Ohio,39,1630,11570808,14.1,14.6,0.4,Midwest,OH,East North Central
735,2013,Oklahoma,40,511,3850568,13.3,13.4,0.6,South,OK,West South Central
736,2013,Oregon,41,301,3930065,7.7,7.5,0.4,West,OR,Pacific
737,2013,Pennsylvania,42,958,12773801,7.5,7.8,0.3,Northeast,PA,Middle Atlantic
738,2013,Rhode Island,44,190,1051511,18.1,18.1,1.3,Northeast,RI,New England
739,2013,South Carolina,45,247,4774839,5.2,5.4,0.3,South,SC,South Atlantic
740,2013,South Dakota,46,34,844877,4,4.4,0.8,Midwest,SD,West North Central
741,2013,Tennessee,47,767,6495978,11.8,11.9,0.4,South,TN,East South Central
742,2013,Texas,48,1053,26448193,4,4,0.1,South,TX,West South Central
743,2013,Utah,49,432,2900872,14.9,15.9,0.8,West,UT,Mountain
744,2013,Vermont,50,70,626630,11.2,11.6,1.4,Northeast,VT,New England
745,2013,Virginia,51,640,8260405,7.7,7.6,0.3,South,VA,South Atlantic
746,2013,Washington,53,640,6971406,9.2,8.9,0.4,West,WA,Pacific
747,2013,West Virginia,54,490,1854304,26.4,27.9,1.3,South,WV,South Atlantic
748,2013,Wisconsin,55,599,5742713,10.4,10.6,0.4,Midwest,WI,East North Central
749,2013,Wyoming,56,48,582658,8.2,8.6,1.3,West,WY,Mountain
750,2014,Alabama,1,270,4849377,5.6,5.6,0.3,South,AL,East South Central
751,2014,Alaska,2,76,736732,10.3,10.6,1.2,West,AK,Pacific
752,2014,Arizona,4,589,6731484,8.7,8.8,0.4,West,AZ,Mountain
753,2014,Arkansas,5,173,2966369,5.8,6.3,0.5,South,AR,West South Central
754,2014,California,6,2024,38802500,5.2,5,0.1,West,CA,Pacific
755,2014,Colorado,8,517,5355866,9.7,9.4,0.4,West,CO,Mountain
756,2014,Connecticut,9,525,3596677,14.6,15.2,0.7,Northeast,CT,New England
757,2014,Delaware,10,124,935614,13.3,13.9,1.3,South,DE,South Atlantic
758,2014,District of Columbia,11,63,658893,9.6,9.4,1.2,South,DC,South Atlantic
759,2014,Florida,12,1399,19893297,7,7.2,0.2,South,FL,South Atlantic
760,2014,Georgia,13,710,10097343,7,7,0.3,South,GA,South Atlantic
761,2014,Hawaii,15,59,1419561,4.2,3.9,0.5,West,HI,Pacific
762,2014,Idaho,16,78,1634464,4.8,5,0.6,West,ID,Mountain
763,2014,Illinois,17,1205,12880580,9.4,9.4,0.3,Midwest,IL,East North Central
764,2014,Indiana,18,462,6596855,7,7.3,0.3,Midwest,IN,East North Central
765,2014,Iowa,19,158,3107126,5.1,5.3,0.4,Midwest,IA,West North Central
766,2014,Kansas,20,173,2904021,6,6,0.5,Midwest,KS,West North Central
767,2014,Kentucky,21,729,4413457,16.5,16.8,0.6,South,KY,East South Central
768,2014,Louisiana,22,260,4649676,5.6,5.7,0.4,South,LA,West South Central
769,2014,Maine,23,171,1330089,12.9,13.7,1.1,Northeast,ME,New England
770,2014,Maryland,24,921,5976407,15.4,15,0.5,South,MD,South Atlantic
771,2014,Massachusetts,25,1140,6745408,16.9,17,0.5,Northeast,MA,New England
772,2014,Michigan,26,1052,9909877,10.6,10.9,0.3,Midwest,MI,East North Central
773,2014,Minnesota,27,318,5457173,5.8,6,0.3,Midwest,MN,West North Central
774,2014,Mississippi,28,115,2994079,3.8,3.9,0.4,South,MS,East South Central
775,2014,Missouri,29,696,6063589,11.5,12,0.5,Midwest,MO,West North Central
776,2014,Montana,30,53,1023579,5.2,5.4,0.8,West,MT,Mountain
777,2014,Nebraska,31,56,1881503,3,3.2,0.4,Midwest,NE,West North Central
778,2014,Nevada,32,375,2839099,13.2,12.7,0.7,West,NV,Mountain
779,2014,New Hampshire,33,297,1326813,22.4,23.4,1.4,Northeast,NH,New England
780,2014,New Jersey,34,728,8938175,8.1,8.2,0.3,Northeast,NJ,Middle Atlantic
781,2014,New Mexico,35,402,2085572,19.3,20.2,1,West,NM,Mountain
782,2014,New York,36,1739,19746227,8.8,8.6,0.2,Northeast,NY,Middle Atlantic
783,2014,North Carolina,37,967,9943964,9.7,10,0.3,South,NC,South Atlantic
784,2014,North Dakota,38,31,739482,4.2,4.5,0.8,Midwest,ND,West North Central
785,2014,Ohio,39,2106,11594163,18.2,19.1,0.4,Midwest,OH,East North Central
786,2014,Oklahoma,40,502,3878051,12.9,13,0.6,South,OK,West South Central
787,2014,Oregon,41,340,3970239,8.6,8.3,0.5,West,OR,Pacific
788,2014,Pennsylvania,42,1092,12787209,8.5,9,0.3,Northeast,PA,Middle Atlantic
789,2014,Rhode Island,44,205,1055173,19.4,19.8,1.4,Northeast,RI,New England
790,2014,South Carolina,45,515,4832482,10.7,10.7,0.5,South,SC,South Atlantic
791,2014,South Dakota,46,33,853175,3.9,4.1,0.7,Midwest,SD,West North Central
792,2014,Tennessee,47,863,6549352,13.2,13.4,0.5,South,TN,East South Central
793,2014,Texas,48,1151,26956958,4.3,4.3,0.1,South,TX,West South Central
794,2014,Utah,49,455,2942902,15.5,16.8,0.8,West,UT,Mountain
795,2014,Vermont,50,64,626562,10.2,11,1.4,Northeast,VT,New England
796,2014,Virginia,51,758,8326289,9.1,9.1,0.3,South,VA,South Atlantic
797,2014,Washington,53,673,7061530,9.5,9.2,0.4,West,WA,Pacific
798,2014,West Virginia,54,554,1850326,29.9,31.6,1.4,South,WV,South Atlantic
799,2014,Wisconsin,55,627,5757564,10.9,11.1,0.5,Midwest,WI,East North Central
800,2014,Wyoming,56,54,584153,9.2,9.3,1.3,West,WY,Mountain
